taxid	species	phylum	superkingdom
2282310	Leclercia sp. W6	Pseudomonadota	Bacteria
2282475	Achromobacter sp. B7	Pseudomonadota	Bacteria
2282849	Paenibacillus sp. H1-7	Bacillota	Bacteria
2283194	Sporosarcina sp. PTS2304	Bacillota	Bacteria
2283483	Sulfurimonas sp. CVO	Campylobacterota	Bacteria
2290922	Lysobacter sp. TY2-98	Pseudomonadota	Bacteria
2291939	Rhizobium sp. ZX09	Pseudomonadota	Bacteria
2292447	Chromobacterium sp. Rain0013	Pseudomonadota	Bacteria
2293317	Candidatus Syntrophocurvum alkaliphilum	Bacillota	Bacteria
2293567	Methylovirgula sp. 4M-Z18	Pseudomonadota	Bacteria
2293838	Thermaerobacter sp. PB12/4term	Bacillota	Bacteria
2293862	Ruegeria sp. AD91A	Pseudomonadota	Bacteria
2303331	Solimonas sp. K1W22B-7	Pseudomonadota	Bacteria
2303332	Cellvibrio sp. KY-GH-1	Pseudomonadota	Bacteria
2303505	Psychrobacillus sp. AK 1817	Bacillota	Bacteria
2303529	Thermoleptolyngbya oregonensis	Cyanobacteriota	Bacteria
2303750	Stenotrophomonas sp. G4	Pseudomonadota	Bacteria
2304594	Marinobacter sp. Arc7-DN-1	Pseudomonadota	Bacteria
2304600	Breoghania sp. L-A4	Pseudomonadota	Bacteria
2305220	Streptomyces sp. W1SF4	Actinomycetota	Bacteria
2305221	Streptomyces sp. KPB2	Actinomycetota	Bacteria
2305987	Lentilitoribacter sp. Alg239-R112	Pseudomonadota	Bacteria
2306165	Streptomyces sp. CC0208	Actinomycetota	Bacteria
2306583	Halomonas sp. JS92-SW72	Pseudomonadota	Bacteria
2316085	Pseudomonas bubulae	Pseudomonadota	Bacteria
2316359	Deinococcus sp. RM	Deinococcota	Bacteria
2320270	Pseudomonas sp. DG56-2	Pseudomonadota	Bacteria
2320850	Mycolicibacterium sp.	Actinomycetota	Bacteria
2321133	Halarcobacter sp.	Campylobacterota	Bacteria
2358187	Alteromonas sp. 76-1	Pseudomonadota	Bacteria
2364271	Rhizobium sp. CCGE531	Pseudomonadota	Bacteria
2364272	Rhizobium sp. CCGE532	Pseudomonadota	Bacteria
2382161	Halocella sp. SP3-1	Bacillota	Bacteria
2419518	Borrelia sp. CA_690	Spirochaetota	Bacteria
2419841	Virgibacillus sp. Bac330	Bacillota	Bacteria
2419842	Virgibacillus sp. Bac332	Bacillota	Bacteria
2419844	Xanthobacter sp. YC-JY1	Pseudomonadota	Bacteria
2420301	Acinetobacter sp. FDAARGOS_494	Pseudomonadota	Bacteria
2420305	Acinetobacter sp. FDAARGOS_560	Pseudomonadota	Bacteria
2420306	Serratia sp. FDAARGOS_506	Pseudomonadota	Bacteria
2420308	Streptococcus sp. FDAARGOS_520	Bacillota	Bacteria
2420309	Streptococcus sp. FDAARGOS_521	Bacillota	Bacteria
2420310	Streptococcus sp. FDAARGOS_522	Bacillota	Bacteria
2420313	Enterococcus sp. FDAARGOS_553	Bacillota	Bacteria
2447890	Serratia sp. 1D1416	Pseudomonadota	Bacteria
2448483	Serratia sp. 3ACOL1	Pseudomonadota	Bacteria
2448811	Bacillus sp. WR11	Bacillota	Bacteria
2478552	Flavobacterium sp. 140616W15	Bacteroidota	Bacteria
2478662	Acidovorax sp. 1608163	Pseudomonadota	Bacteria
2478663	Chryseobacterium sp. 3008163	Bacteroidota	Bacteria
2478954	Catenibacterium sp. co_0103	Bacillota	Bacteria
2479367	Buttiauxella sp. 3AFRM03	Pseudomonadota	Bacteria
2479392	Pseudomonas sp. LTJR-52	Pseudomonadota	Bacteria
2479393	Pseudomonas sp. LTGT-11-2Z	Pseudomonadota	Bacteria
2479767	Blautia sp. SC05B48	Bacillota	Bacteria
2480087	Rhodopila sp.	Pseudomonadota	Bacteria
2480625	Plantibacter sp. PA-3-X8	Actinomycetota	Bacteria
2482728	Pedobacter sp. G11	Bacteroidota	Bacteria
2482763	Sphingopyxis sp. YF1	Pseudomonadota	Bacteria
2482769	Serratia sp. P2ACOL2	Pseudomonadota	Bacteria
2483110	Clostridium sp. JN-1	Bacillota	Bacteria
2483401	Microbacterium sp. 10M-3C3	Actinomycetota	Bacteria
2483402	Mesorhizobium sp. NZP2234	Pseudomonadota	Bacteria
2483403	Mesorhizobium sp. NZP2298	Pseudomonadota	Bacteria
2483404	Mesorhizobium sp. NZP2077	Pseudomonadota	Bacteria
2483794	Brevibacterium sp. S22	Actinomycetota	Bacteria
2485126	Erwinia sp. JUb26	Pseudomonadota	Bacteria
2485839	Serratia sp. LS-1	Pseudomonadota	Bacteria
2486272	Nocardioides sp. WS12	Actinomycetota	Bacteria
2486273	Sphingopyxis sp. OPL5	Pseudomonadota	Bacteria
2486578	Rickettsiales endosymbiont of Stachyamoeba lipophora	Pseudomonadota	Bacteria
2486855	Arthrobacter sulfonylureivorans	Actinomycetota	Bacteria
2487063	Chryseobacterium sp. G0162	Bacteroidota	Bacteria
2487064	Chryseobacterium sp. G0186	Bacteroidota	Bacteria
2487065	Chryseobacterium sp. G0201	Bacteroidota	Bacteria
2487150	Phytobacter sp. MRY16-398	Pseudomonadota	Bacteria
2487359	Cyanobium sp. ULC084	Cyanobacteriota	Bacteria
2487887	Pseudomonas sp. KU43P	Pseudomonadota	Bacteria
2487928	Paenibacillus sp. M-152	Bacillota	Bacteria
2487929	Coxiella endosymbiont of Amblyomma sculptum	Pseudomonadota	Bacteria
2488560	Pigmentiphaga sp. H8	Pseudomonadota	Bacteria
2488567	Klebsiella sp. FDAARGOS_511	Pseudomonadota	Bacteria
2488665	Marinobacter sp. NP-4(2019)	Pseudomonadota	Bacteria
2489212	Microbacterium sp. RG1	Actinomycetota	Bacteria
2490635	Pseudoalteromonas sp. Xi13	Pseudomonadota	Bacteria
2490851	Pantoea sp. CCBC3-3-1	Pseudomonadota	Bacteria
2490853	Rhodococcus sp. NJ-530	Actinomycetota	Bacteria
2490939	Anabaena sp. YBS01	Cyanobacteriota	Bacteria
2492396	Kosakonia sp. CCTCC M2018092	Pseudomonadota	Bacteria
2493093	Bradyrhizobium sp. LCT2	Pseudomonadota	Bacteria
2493107	Thiomonas sp. OC7	Pseudomonadota	Bacteria
2493108	Thiomonas sp. Bio17B3	Pseudomonadota	Bacteria
2493109	Thiomonas sp. Sup16B3	Pseudomonadota	Bacteria
2493630	Minwuia sp.	Pseudomonadota	Bacteria
2493668	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	Pseudomonadota	Bacteria
2493669	Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	Pseudomonadota	Bacteria
2493670	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	Pseudomonadota	Bacteria
2493671	Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	Pseudomonadota	Bacteria
2493672	Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	Pseudomonadota	Bacteria
2493673	Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	Pseudomonadota	Bacteria
2493674	Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	Pseudomonadota	Bacteria
2493675	Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	Pseudomonadota	Bacteria
2493676	Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	Pseudomonadota	Bacteria
2493677	Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	Pseudomonadota	Bacteria
2493678	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	Pseudomonadota	Bacteria
2493679	Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	Pseudomonadota	Bacteria
2493680	Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	Pseudomonadota	Bacteria
2493681	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	Pseudomonadota	Bacteria
2495429	Curtobacterium sp. Csp1	Actinomycetota	Bacteria
2495430	Curtobacterium sp. Csp2	Actinomycetota	Bacteria
2495594	Geobacter sp. SVR	Thermodesulfobacteriota	Bacteria
